rank,wallet,score_raw,score_adjusted,top_tile,top_bot,time_ms,bot_holder,score_signature,entry_signature
1,C2hrPKdTf1onZjnnEgSg1jVD56NqSkRKgTBWnqkbadr8,284,426,32,1150,60000,yes,4LteSyerYdZJkDd6v4dEcUKkV8EPYasJwvaejp5UXJkgJB4PFLqwnVz7WhEM2PHsUeM3AM6HVvGGX8BUkqKFFqLi,5JeXvSjvy8apKhCA9V7mmMMdrhLCAnY33vvt7yh3fZRacHTYQ4irhigdHJxcWzfJT6poAfSyZDpvVTMpUb5iaKUe
